"candidate_id","candidate_first_name","candidate_last_name","candidate_mobile","candidate_alternate_mobile","candidate_email","candidate_skype","candidate_linkedIn_profile","candidate_skills","candidate_experience","candidate_expected_salary","candidate_expected_joining_date","candidate_marrital_status","candidate_machine_round","candidate_technical_interview_round","candidate_hr_interview_round","candidate_selection_status","candidate_feedback","source_of_candidate","candidate_address","candidate_document_proof","tenth_percentage","twelfth_percentage","graduationPercentage","profile","created_at","updated_at","__v"
"14","Avi","Garg","7067424674","7766554433","avi@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","NA","good","Universal","test","candidate/document/1720785997241.pdf","90","99","98","02","2024-07-12T10:28:21.705Z","2024-07-12T12:06:37.243Z","0"
"15","Rashi","Garg","7067424674","7766554433","rashi@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","HTML","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","confirm","good","Universal","test","candidate/document/1722262377611.pdf","90","99","98","02","2024-07-12T10:28:39.737Z","2024-07-29T14:12:57.619Z","0"
"18","Him","Garg","7067424674","7766554433","him@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786683849.pdf","90","99","98","03","2024-07-12T10:29:52.981Z","2024-07-12T12:18:03.850Z","0"
"19","Monika","Garg","7067424674","7766554433","monika@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786692099.pdf","90","99","98","03","2024-07-12T10:30:11.912Z","2024-07-12T12:18:12.103Z","0"
"20","Alka","Jaiswal","7067424674","7766554433","alka@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720786703183.pdf","90","99","98","03","2024-07-12T10:30:31.070Z","2024-07-12T12:18:23.196Z","0"
"21","Prateek","Jaiswal","7067424674","7766554433","prateek@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720786717941.pdf","90","99","98","03","2024-07-12T10:30:48.495Z","2024-07-12T12:18:37.943Z","0"
"22","Sakuntala","Jaiswal","7067424674","7766554433","sakuntala@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720786728372.pdf","90","99","98","03","2024-07-12T10:31:08.975Z","2024-07-12T12:18:48.376Z","0"
"23","Mukesh","Jaiswal","7067424674","7766554433","mukesh@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720786736786.pdf","90","99","98","03","2024-07-12T10:31:23.536Z","2024-07-12T12:18:56.788Z","0"
"24","Jugul","Jaiswal","7067424674","7766554433","jugul@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786745784.pdf","90","99","98","04","2024-07-12T10:31:51.915Z","2024-07-12T12:19:05.785Z","0"
"25","Nisha","Jaiswal","7067424674","7766554433","nisha@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786756981.pdf","90","99","98","04","2024-07-12T10:32:20.853Z","2024-07-12T12:19:16.982Z","0"
"27","Deepika","Gupta","7067424674","7766554433","deepika@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720786780269.pdf","90","99","98","04","2024-07-12T10:33:06.633Z","2024-07-12T12:19:40.272Z","0"
"28","Dipti","Sharma","7067424674","7766554433","dipti@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720786791071.pdf","90","99","98","04","2024-07-12T10:33:24.874Z","2024-07-12T12:19:51.072Z","0"
"29","Anjali","Kushwaha","7067424674","7766554433","anjali@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720786806036.pdf","90","99","98","05","2024-07-12T10:34:00.789Z","2024-07-12T12:20:06.037Z","0"
"30","Palak","Kushwaha","7067424674","7766554433","palak@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786842347.pdf","90","99","98","05","2024-07-12T10:34:14.759Z","2024-07-12T12:20:42.350Z","0"
"31","Akanksha","Pandey","7067424674","7766554433","akanksha@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720786857705.pdf","90","99","98","05","2024-07-12T10:34:38.103Z","2024-07-12T12:20:57.709Z","0"
"32","Bhavika","Mishra","7067424674","7766554433","bhavika@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787016821.pdf","90","99","98","05","2024-07-12T10:34:55.921Z","2024-07-12T12:23:36.822Z","0"
"33","Riya","Patel","7067424674","7766554433","riya@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787059940.pdf","90","99","98","05","2024-07-12T10:35:21.519Z","2024-07-12T12:24:19.942Z","0"
"34","Manshi","Patel","7067424674","7766554433","manshi@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787084826.pdf","90","99","98","06","2024-07-12T10:35:45.249Z","2024-07-12T12:24:44.827Z","0"
"35","Shraddha","Kanoje","7067424674","7766554433","shraddha@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787093606.pdf","90","99","98","06","2024-07-12T10:36:04.460Z","2024-07-12T12:24:53.613Z","0"
"36","Neelam","Pandey","7067424674","7766554433","neelam@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787109192.pdf","90","99","98","06","2024-07-12T10:36:21.392Z","2024-07-12T12:25:09.194Z","0"
"37","Shrashti","Mishra","7067424674","7766554433","shrashti@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787234479.pdf","90","99","98","06","2024-07-12T10:36:39.187Z","2024-07-12T12:27:14.494Z","0"
"38","Aasna","Patel","7067424674","7766554433","aasna@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787242286.pdf","90","99","98","06","2024-07-12T10:36:56.692Z","2024-07-12T12:27:22.287Z","0"
"39","Muskan","Shukla","7067424674","7766554433","muskan@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787251626.pdf","90","99","98","07","2024-07-12T10:37:31.639Z","2024-07-12T12:27:31.627Z","0"
"40","Shyam","Yadhuvanshi","7067424674","7766554433","shyam@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787264428.pdf","90","99","98","07","2024-07-12T10:37:52.679Z","2024-07-12T12:27:44.431Z","0"
"41","Raghav","Sir","7067424674","7766554433","raghav@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787278221.pdf","90","99","98","07","2024-07-12T10:38:25.530Z","2024-07-12T12:27:58.222Z","0"
"42","Noopur","Jaiswal","7067424674","7766554433","noopur@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787452256.pdf","90","99","98","07","2024-07-12T10:38:58.089Z","2024-07-12T12:30:52.260Z","0"
"43","Rashmi","Jaiswal","7067424674","7766554433","rashmi@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787460228.pdf","90","99","98","07","2024-07-12T10:39:18.504Z","2024-07-12T12:31:00.229Z","0"
"44","Ekta","Soni","7067424674","7766554433","ekta@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787475663.pdf","90","99","98","08","2024-07-12T10:40:07.900Z","2024-07-12T12:31:15.664Z","0"
"45","Akku","Mishra","7067424674","7766554433","akku@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787467209.pdf","90","99","98","08","2024-07-12T10:40:25.523Z","2024-07-12T12:31:07.218Z","0"
"46","Shubham","Mishra","7067424674","7766554433","shubham@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787488634.pdf","90","99","98","08","2024-07-12T10:41:07.669Z","2024-07-12T12:31:28.641Z","0"
"47","Manik","Deore","7067424674","7766554433","manik@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787718553.pdf","90","99","98","08","2024-07-12T10:42:11.419Z","2024-07-12T12:35:18.554Z","0"
"48","Ajay","Vishwakarma","7067424674","7766554433","ajay@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787729623.pdf","90","99","98","08","2024-07-12T10:42:32.415Z","2024-07-12T12:35:29.630Z","0"
"49","Ajayyy","Vishwakarma","7067424674","7766554433","ajayyy@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787756637.pdf","90","99","98","09","2024-07-12T10:43:32.090Z","2024-07-12T12:35:56.638Z","0"
"50","Vivek","Vishwakarma","7067424674","7766554433","vivek@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787820765.pdf","90","99","98","09","2024-07-12T10:44:08.979Z","2024-07-12T12:37:00.766Z","0"
"51","Vivekg","Vishwakarma","7067424674","7766554433","vivekg@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787826989.pdf","90","99","98","09","2024-07-12T10:44:24.777Z","2024-07-12T12:37:06.995Z","0"
"52","Vikaram","Vishwakarma","7067424674","7766554433","vikaram@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787837134.pdf","90","99","98","09","2024-07-12T10:44:42.224Z","2024-07-12T12:37:17.135Z","0"
"53","Sachin","Vishwakarma","7067424674","7766554433","sachin@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787998609.pdf","90","99","98","09","2024-07-12T10:45:08.139Z","2024-07-12T12:39:58.612Z","0"
"54","Sachina","Sss","7067424674","7766554433","sachina@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720788041560.pdf","90","99","98","09","2024-07-12T10:45:28.342Z","2024-07-12T12:40:41.561Z","0"
"55","Sachinab","Sss","7067424674","7766554433","sachinab@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720788017724.pdf","90","99","98","09","2024-07-12T10:45:50.394Z","2024-07-12T12:40:17.728Z","0"
"56","Smriti","Irani","7067424674","7766554433","smriti@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720788030845.pdf","90","99","98","10","2024-07-12T10:47:29.154Z","2024-07-12T12:40:30.847Z","0"
"57","Shaily","Irani","7067424674","7766554433","shaily@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787561837.pdf","90","99","98","10","2024-07-12T10:47:45.685Z","2024-07-12T12:32:41.838Z","0"
"58","Samrat","Irani","7067424674","7766554433","samrat@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787571135.pdf","90","99","98","10","2024-07-12T10:48:00.028Z","2024-07-12T12:32:51.138Z","0"
"59","Shiva","Irani","7067424674","7766554433","shiva@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787648881.pdf","90","99","98","10","2024-07-12T10:48:15.022Z","2024-07-12T12:34:08.885Z","0"
"60","Shivaksha","Irani","7067424674","7766554433","shivaksha@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787659384.pdf","90","99","98","10","2024-07-12T10:48:32.238Z","2024-07-12T12:34:19.385Z","0"
"61","Ajays","Vishwakarma","7067424674","7766554433","ajays@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787674655.pdf","90","99","98","11","2024-07-12T10:49:11.892Z","2024-07-12T12:34:34.666Z","0"
"62","Atul","Tiwari","7067424674","7766554433","atul@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787398337.pdf","90","99","98","11","2024-07-12T10:49:35.430Z","2024-07-12T12:29:58.339Z","0"
"63","Albert","Tiwari","7067424674","7766554433","Albert@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787409568.pdf","90","99","98","11","2024-07-12T10:52:52.194Z","2024-07-12T12:30:09.573Z","0"
"64","Abram","Tiwari","7067424674","7766554433","Abram@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","NA","good","Universal","test","candidate/document/1720787419052.pdf","90","99","98","11","2024-07-12T10:53:22.782Z","2024-07-12T12:30:19.054Z","0"
"65","Amos","Tiwari","5036859685","7766554433","Amos@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787427551.pdf","90","99","98","11","2024-07-12T10:53:45.681Z","2024-07-12T12:30:27.558Z","0"
"66","Augustine","Tiwari","5036859685","7766554433","Augustine@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787434147.pdf","90","99","98","11","2024-07-12T10:54:42.504Z","2024-07-12T12:30:34.157Z","0"
"67","Milan","Tiwari","5036859685","7766554433","Milan@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720788089970.pdf","90","99","98","12","2024-07-12T10:55:45.350Z","2024-07-12T12:41:29.971Z","0"
"68","Mehar","Tiwari","5036859685","7766554433","Mehar@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720788120021.pdf","90","99","98","12","2024-07-12T10:56:01.420Z","2024-07-12T12:42:00.023Z","0"
"69","Mahit","Tiwari","5036859685","7766554433","Mahit@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720788128881.pdf","90","99","98","12","2024-07-12T10:56:21.187Z","2024-07-12T12:42:08.882Z","0"
"70","Mehransh","Garg","5036859685","7766554433","Mehransh@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720788140965.pdf","90","99","98","12","2024-07-12T10:56:40.469Z","2024-07-12T12:42:20.981Z","0"
"71","Moukthika","Garg","5036859685","7766554433","Moukthika@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720788151428.pdf","90","99","98","12","2024-07-12T10:56:57.176Z","2024-07-12T12:42:31.429Z","0"
"72","Mokshagna","Garg","5036859685","7766554433","Mokshagna@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787507687.pdf","90","99","98","12","2024-07-12T10:57:10.565Z","2024-07-12T12:31:47.688Z","0"
"73","Beatrix","Garg","5036859685","7766554433","Beatrix@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787517739.pdf","90","99","98","13","2024-07-12T10:57:40.314Z","2024-07-12T12:31:57.741Z","0"
"74","Brooklyn","Garg","5036859685","7766554433","Brooklyn@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787527457.pdf","90","99","98","13","2024-07-12T10:57:57.175Z","2024-07-12T12:32:07.463Z","0"
"75","Bingham","Garg","5036859685","7766554433","Bingham@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","NA","good","Universal","test","candidate/document/1720787537426.pdf","90","99","98","13","2024-07-12T10:58:26.364Z","2024-07-12T12:32:17.432Z","0"
"76","Banks","Garg","5036859685","7766554433","Banks@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787546892.pdf","90","99","98","13","2024-07-12T10:58:40.451Z","2024-07-12T12:32:26.894Z","0"
"77","Bailey","Garg","5036859685","7766554433","Bailey@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787348606.pdf","90","99","98","13","2024-07-12T10:58:58.124Z","2024-07-12T12:29:08.621Z","0"
"78","Bardot","Garg","5036859685","7766554433","Bardot@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MERN Developer","3","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787362846.pdf","90","99","98","13","2024-07-12T10:59:14.505Z","2024-07-12T12:29:22.878Z","0"
